SHOP NAME,LOCATION,Latitude,Longitude,Sales Exec Name,Average 30 days Sale,Average Payment Cycle (days),MOBILE NO,SHOP SIZE,NO OF SKU,Volume  (4/10),Credit Cycle (4/10),Location (1/10),SKUS (1/10),Total,quality,Color,hov_text
Mohd. Sanjeer Fruit,Mayur Vihar Phase-1,28.6083697,77.293112,Dharmender,60000,1,9717117859,12*12,10,1,4,1,1,7,B,green,Mohd. Sanjeer Fruit<br>30 Days sale: 60000<br>Payment Cycle: 1<br>Total Score: 7
Barat Singh Fruit,Mayur Vihar Phase-1,28.6083697,77.293112,Dharmender,60000,1,7042886525,10*10,9,1,4,1,1,7,B,green,Barat Singh Fruit<br>30 Days sale: 60000<br>Payment Cycle: 1<br>Total Score: 7
Ghanshyam Fruit,Mayur Vihar Phase-1,28.6083697,77.293112,Dharmender,99000,1,8287192181,10*10,12,3,4,1,1,9,A,green,Ghanshyam Fruit<br>30 Days sale: 99000<br>Payment Cycle: 1<br>Total Score: 9
Arvind Kumar Fruits,Mayur Vihar Phase-1,28.6083697,77.293112,Dharmender,99000,1,9999826878,10*10,12,3,4,1,1,9,A,green,Arvind Kumar Fruits<br>30 Days sale: 99000<br>Payment Cycle: 1<br>Total Score: 9
Rajesh Fruit,Mayur Vihar Phase-1,28.6083697,77.293112,Dharmender,99000,1,9910428392,12*10,10,3,4,1,1,9,A,green,Rajesh Fruit<br>30 Days sale: 99000<br>Payment Cycle: 1<br>Total Score: 9
Ranjeet Fruits,Mayur Vihar Phase-1,28.6083697,77.293112,Dharmender,99000,1,9871556811,15*10,10,3,4,1,1,9,A,green,Ranjeet Fruits<br>30 Days sale: 99000<br>Payment Cycle: 1<br>Total Score: 9
Nadim Fruits,Mayur Vihar Phase-1,28.6083697,77.293112,Dharmender,99000,1,8750676097,10*10,6,3,4,1,1,9,A,green,Nadim Fruits<br>30 Days sale: 99000<br>Payment Cycle: 1<br>Total Score: 9
Ganesh Fruits,Mayur Vihar Phase-1,28.6083697,77.293112,Dharmender,75000,7+,9911809630,15*10,15,2,1,1,1,5,B,red,Ganesh Fruits<br>30 Days sale: 75000<br>Payment Cycle: 7+<br>Total Score: 5
Mahfooz Fruits,Mayur Vihar Phase-1,28.6083697,77.293112,Dharmender,75000,7+,8377834761,10*10,12,2,1,1,1,5,B,red,Mahfooz Fruits<br>30 Days sale: 75000<br>Payment Cycle: 7+<br>Total Score: 5
Guddu Fruits,Mayur Vihar Phase-1,28.58916,77.30214,Dharmender,75000,7+,9958294101,10*10,5,2,1,1,1,5,B,red,Guddu Fruits<br>30 Days sale: 75000<br>Payment Cycle: 7+<br>Total Score: 5
Mohd. Nasir,New Ashok Nagar,28.58916,77.30214,Dharmender,75000,2+,9891138296,12*10,14,2,3,1,1,7,B,green,Mohd. Nasir<br>30 Days sale: 75000<br>Payment Cycle: 2+<br>Total Score: 7
Ratan Fruit Bhandhar,New Ashok Nagar,28.58916,77.30214,Dharmender,75000,2+,8287850804,10*10,12,2,3,1,1,7,B,green,Ratan Fruit Bhandhar<br>30 Days sale: 75000<br>Payment Cycle: 2+<br>Total Score: 7
Ekrar Fruits,New Ashok Nagar,28.58916,77.30214,Dharmender,75000,2+,9756727263,10*10,10,2,3,1,0.5,6.5,B,green,Ekrar Fruits<br>30 Days sale: 75000<br>Payment Cycle: 2+<br>Total Score: 6.5
Alam Fruits,New Ashok Nagar,28.58916,77.30214,Dharmender,75000,2+,9310270538,10*10,8,2,3,1,0.5,6.5,B,green,Alam Fruits<br>30 Days sale: 75000<br>Payment Cycle: 2+<br>Total Score: 6.5
Salmaan Fruits,New Ashok Nagar,28.58916,77.30214,Dharmender,75000,2+,8076702945,12*12,10,2,3,1,0.5,6.5,B,green,Salmaan Fruits<br>30 Days sale: 75000<br>Payment Cycle: 2+<br>Total Score: 6.5
Ratan Fruits,New Ashok Nagar,28.58916,77.30214,Dharmender,75000,2+,7042406225,12*10,15,2,3,0,0.5,5.5,B,red,Ratan Fruits<br>30 Days sale: 75000<br>Payment Cycle: 2+<br>Total Score: 5.5
Nitesh Fruits,New Ashok Nagar,28.58916,77.30214,Dharmender,75000,2+,8076529784,10*10,5,2,3,0,0.5,5.5,B,red,Nitesh Fruits<br>30 Days sale: 75000<br>Payment Cycle: 2+<br>Total Score: 5.5
Jee Shan Fruits,New Ashok Nagar,28.6670461,77.2771512,Dharmender,75000,2+,9319669522,10*10,2,2,3,0,0.5,5.5,B,red,Jee Shan Fruits<br>30 Days sale: 75000<br>Payment Cycle: 2+<br>Total Score: 5.5
Mohit Fruit,Kanti Nagar,28.6670461,77.2771512,Dharmender,75000,2+,8700280283,10*10,10,2,3,0,0.5,5.5,B,red,Mohit Fruit<br>30 Days sale: 75000<br>Payment Cycle: 2+<br>Total Score: 5.5
Abrar Fruits,Kanti Nagar,28.58916,77.30214,Dharmender,75000,2+,6395228695,10*10,8,2,3,0,0.5,5.5,B,red,Abrar Fruits<br>30 Days sale: 75000<br>Payment Cycle: 2+<br>Total Score: 5.5
Anurag Fruit,New Ashok Nagar,28.58916,77.30214,Dharmender,75000,2+,8851598450,10*10,12,2,3,0,0.5,5.5,B,red,Anurag Fruit<br>30 Days sale: 75000<br>Payment Cycle: 2+<br>Total Score: 5.5
Girish Chand Fruits,New Ashok Nagar,28.58916,77.30214,Dharmender,75000,2+,9953402368,10*10,13,2,3,0,0.5,5.5,B,red,Girish Chand Fruits<br>30 Days sale: 75000<br>Payment Cycle: 2+<br>Total Score: 5.5
Gupta Fruit,New Ashok Nagar,28.6083697,77.293112,Dharmender,75000,2+,7217757980,10*10,12,2,3,0,0.5,5.5,B,red,Gupta Fruit<br>30 Days sale: 75000<br>Payment Cycle: 2+<br>Total Score: 5.5
Mohd. Abu Baker,Mayur Vihar P-1,28.58916,77.30214,Dharmender,135000,2+,8851920209,10*10,12,4,3,0,0.5,7.5,B,green,Mohd. Abu Baker<br>30 Days sale: 135000<br>Payment Cycle: 2+<br>Total Score: 7.5
Banwari Ji Fruit,New Ashok Nagar,28.58916,77.30214,Dharmender,135000,7+,8448516316,10*12,10,4,1,0,0.5,5.5,B,red,Banwari Ji Fruit<br>30 Days sale: 135000<br>Payment Cycle: 7+<br>Total Score: 5.5
Tribhuvan Parshad Fruits,New Ashok Nagar,28.58916,77.30214,Dharmender,135000,7+,7048980760,10*10,15,4,1,0,0.5,5.5,B,red,Tribhuvan Parshad Fruits<br>30 Days sale: 135000<br>Payment Cycle: 7+<br>Total Score: 5.5
Bablu Gupta Fruits,New Ashok Nagar,28.58916,77.30214,Dharmender,135000,7+,9654116769,10*10,6,4,1,0,0.5,5.5,B,red,Bablu Gupta Fruits<br>30 Days sale: 135000<br>Payment Cycle: 7+<br>Total Score: 5.5
Maan Fruits,New Ashok Nagar,28.7004534,77.2591938,Dharmender,135000,7+,8383013109,10*10,12,4,1,0,0.5,5.5,B,red,Maan Fruits<br>30 Days sale: 135000<br>Payment Cycle: 7+<br>Total Score: 5.5
Shivam Fruit,Bhajanpura,28.7004534,77.2591938,Dharmender,135000,7+,8178605361,10*10,8,4,1,0,0.5,5.5,B,red,Shivam Fruit<br>30 Days sale: 135000<br>Payment Cycle: 7+<br>Total Score: 5.5
Shubham Fruit,Bhajanpura,28.6683013,77.2502654,Dharmender,135000,7+,7503065315,10*10,10,4,1,0.5,0.5,6,B,green,Shubham Fruit<br>30 Days sale: 135000<br>Payment Cycle: 7+<br>Total Score: 6
Akram Fruit,Shastri Park Metro Station,28.6683013,77.2502654,Dharmender,99000,7+,7300762082,10*10,12,3,1,0.5,0.5,5,B,red,Akram Fruit<br>30 Days sale: 99000<br>Payment Cycle: 7+<br>Total Score: 5
Naheem Fruit,Shastri Park Metro Station,28.6683013,77.2502654,Dharmender,99000,7+,8751362770,10*10,13,3,1,0.5,0.5,5,B,red,Naheem Fruit<br>30 Days sale: 99000<br>Payment Cycle: 7+<br>Total Score: 5
Shazid Fruit,Shastri Park Metro Station,28.6683013,77.2502654,Dharmender,99000,1,8826906746,10*10,3,3,4,0.5,0.5,8,A,green,Shazid Fruit<br>30 Days sale: 99000<br>Payment Cycle: 1<br>Total Score: 8
Arsad Fruit,Shastri Park Metro Station,28.6754755,77.2678137,Dharmender,99000,1,7302038125,10*10,12,3,4,0.5,0.5,8,A,green,Arsad Fruit<br>30 Days sale: 99000<br>Payment Cycle: 1<br>Total Score: 8
Shakir Fruit,New Seelampur Market,28.6754755,77.2678137,Dharmender,99000,1,8800930308,10*8,8,3,4,0.5,0.5,8,A,green,Shakir Fruit<br>30 Days sale: 99000<br>Payment Cycle: 1<br>Total Score: 8
Kaas Mohd. Fruit,New Seelampur Market,28.6754755,77.2678137,Dharmender,99000,1,7838312800,10*10,4,3,4,0.5,1,8.5,A,green,Kaas Mohd. Fruit<br>30 Days sale: 99000<br>Payment Cycle: 1<br>Total Score: 8.5
Mohd.Fareed Fruit,New Seelampur Market,28.6754755,77.2678137,Dharmender,99000,1,8750964637,10*10,3,3,4,0.5,1,8.5,A,green,Mohd.Fareed Fruit<br>30 Days sale: 99000<br>Payment Cycle: 1<br>Total Score: 8.5
Mohd. Nousad Fruit,New Seelampur Market,28.6754755,77.2678137,Dharmender,99000,1,9599658699,10*10,8,3,4,0.5,1,8.5,A,green,Mohd. Nousad Fruit<br>30 Days sale: 99000<br>Payment Cycle: 1<br>Total Score: 8.5
Mustgeer Fruit,New Seelampur Market,28.5873162,77.3050842,Dharmender,99000,1,9873723178,10*10,4,3,4,0.5,1,8.5,A,green,Mustgeer Fruit<br>30 Days sale: 99000<br>Payment Cycle: 1<br>Total Score: 8.5
Chandra Kishor Fruits,"C-36, New Ashok Nagar",28.5961116,77.2945672,Dharmender,99000,1,8130574251,10*10,15,3,4,0.5,1,8.5,A,green,Chandra Kishor Fruits<br>30 Days sale: 99000<br>Payment Cycle: 1<br>Total Score: 8.5
Sakeel Fruit,Samachar Appartments Mayur Vihar P-1,28.6001813,77.3165886,Dharmender,99000,4+,8860946501,10*10,15,3,2,0.5,1,6.5,B,green,Sakeel Fruit<br>30 Days sale: 99000<br>Payment Cycle: 4+<br>Total Score: 6.5
Alam Khan Fruit,Vasundhra Enclave,28.6001813,77.3165886,Dharmender,99000,4+,6395707179,10*10,15,3,2,0.5,1,6.5,B,green,Alam Khan Fruit<br>30 Days sale: 99000<br>Payment Cycle: 4+<br>Total Score: 6.5
Noor Fruit,Vasundhra Enclave,28.6169634,77.3008506,Dharmender,99000,4+,8810628162,10*10,15,3,2,0.5,1,6.5,B,green,Noor Fruit<br>30 Days sale: 99000<br>Payment Cycle: 4+<br>Total Score: 6.5
Sharma Fruit,Mayur Vihar P-2,28.6083697,77.293112,Dharmender,99000,4+,8800326069,10*15,17,3,2,0.5,1,6.5,B,green,Sharma Fruit<br>30 Days sale: 99000<br>Payment Cycle: 4+<br>Total Score: 6.5
Sanjay Fruit,Mayur Vihar P-1,28.6001813,77.3165886,Dharmender,99000,4+,9650447086,15*12,15,3,2,0.5,1,6.5,B,green,Sanjay Fruit<br>30 Days sale: 99000<br>Payment Cycle: 4+<br>Total Score: 6.5
Rizwaan Fruit,Vasundhra Enclave,28.60099004,77.31935186,Dharmender,99000,4+,9555907624,8*10,8,3,2,0.5,1,6.5,B,green,Rizwaan Fruit<br>30 Days sale: 99000<br>Payment Cycle: 4+<br>Total Score: 6.5
